sent_text,variable,label_issue,label_text,party,before,after
Zo wil D66 dat de Kamer ministers in het openbaar hoort voordat ze worden benoemd .,conflict,Nee,issue_no,D66,Meerdere partijen willen de Kamer meer regie geven .,
Zo wil D66 dat de Kamer ministers in het openbaar hoort voordat ze worden benoemd .,succes en falen,Nee,issue_no,D66,Meerdere partijen willen de Kamer meer regie geven .,
Demissionair minister Dilan Yesilgöz ( Justitie en Veiligheid ) wil dat er een onafhankelijk onderzoek komt naar de medewerkers van de NCTV en de politie .,issue position,Ja,issue_yes,Overig,In het belang van het onderzoek kan op dit moment geen aanvullende informatie worden gegeven .,Ze wil bij de betrokken instanties nagaan of alle stappen goed zijn uitgevoerd en of de maatregelen eventueel moeten worden aangescherpt .
Demissionair minister Dilan Yesilgöz ( Justitie en Veiligheid ) wil dat er een onafhankelijk onderzoek komt naar de medewerkers van de NCTV en de politie .,conflict,Nee,issue_no,Overig,In het belang van het onderzoek kan op dit moment geen aanvullende informatie worden gegeven .,Ze wil bij de betrokken instanties nagaan of alle stappen goed zijn uitgevoerd en of de maatregelen eventueel moeten worden aangescherpt .
Demissionair minister Dilan Yesilgöz ( Justitie en Veiligheid ) wil dat er een onafhankelijk onderzoek komt naar de medewerkers van de NCTV en de politie .,succes en falen,Nee,issue_no,Overig,In het belang van het onderzoek kan op dit moment geen aanvullende informatie worden gegeven .,Ze wil bij de betrokken instanties nagaan of alle stappen goed zijn uitgevoerd en of de maatregelen eventueel moeten worden aangescherpt .
"Blaricum , Gooise Meren , Breda , Leiderdorp en 28 andere gemeenten kozen consequent voor de VVD .",issue position,Nee,issue_no,VVD,Daartegenover staan 39 Nederlandse gemeenten die steeds dezelfde partij de grootste maakten .,
"Blaricum , Gooise Meren , Breda , Leiderdorp en 28 andere gemeenten kozen consequent voor de VVD .",conflict,Ja,issue_yes,VVD,Daartegenover staan 39 Nederlandse gemeenten die steeds dezelfde partij de grootste maakten .,
"Blaricum , Gooise Meren , Breda , Leiderdorp en 28 andere gemeenten kozen consequent voor de VVD .",succes en falen,Nee,issue_no,VVD,Daartegenover staan 39 Nederlandse gemeenten die steeds dezelfde partij de grootste maakten .,
"\- Politieke partijen die de regeling willen verbeteren : PVV , BVNL , FvD , BBB en JA21 .",issue position,Ja,issue_yes,PVV,"Uit de verkiezingsprogramma’s , de doorberekeningen van het CPB en de standpunten op de websites maken we het volgende op :",\- Politieke partijen die de regeling intact willen houden :
"\- Politieke partijen die de regeling willen verbeteren : PVV , BVNL , FvD , BBB en JA21 .",conflict,Nee,issue_no,PVV,"Uit de verkiezingsprogramma’s , de doorberekeningen van het CPB en de standpunten op de websites maken we het volgende op :",\- Politieke partijen die de regeling intact willen houden :
"\- Politieke partijen die de regeling willen verbeteren : PVV , BVNL , FvD , BBB en JA21 .",succes en falen,Nee,issue_no,PVV,"Uit de verkiezingsprogramma’s , de doorberekeningen van het CPB en de standpunten op de websites maken we het volgende op :",\- Politieke partijen die de regeling intact willen houden :
BBB-nieuwkomer Mona Keijzer krijgt opvallend veel kritische en scherp geformuleerde vragen van Trouw .,issue position,Nee,issue_no,BBB,"Omdat Keijzer was gepresenteerd als premierskandidaat , vond de politiek redacteur die haar interviewde het logisch dat te benoemen .",Zijn opgeschreven vragen dienen de leesbaarheid .
BBB-nieuwkomer Mona Keijzer krijgt opvallend veel kritische en scherp geformuleerde vragen van Trouw .,conflict,Ja,issue_yes,BBB,"Omdat Keijzer was gepresenteerd als premierskandidaat , vond de politiek redacteur die haar interviewde het logisch dat te benoemen .",Zijn opgeschreven vragen dienen de leesbaarheid .
BBB-nieuwkomer Mona Keijzer krijgt opvallend veel kritische en scherp geformuleerde vragen van Trouw .,succes en falen,Nee,issue_no,BBB,"Omdat Keijzer was gepresenteerd als premierskandidaat , vond de politiek redacteur die haar interviewde het logisch dat te benoemen .",Zijn opgeschreven vragen dienen de leesbaarheid .
"VVD , Kamerlid Pieter Omtzigt ( partijleider van NSC)en GroenLinks-PvdA hebben zich achter dit voorstel van D66-Kamerlid Alexander Hammelburg geschaard .",issue position,Ja,issue_yes,VVD,"DEN HAAG De Tweede Kamer wil 1,5 miljoen euro extra uittrekken voor de bestrijding van antisemitisme .","Over het voorstel wordt pas in de nieuwe Tweede Kamer gestemd , maar aangezien de instemmende partijen de top drie in de peilingen vormen , lijkt het extra geld er in 2024 te komen ."
"VVD , Kamerlid Pieter Omtzigt ( partijleider van NSC)en GroenLinks-PvdA hebben zich achter dit voorstel van D66-Kamerlid Alexander Hammelburg geschaard .",conflict,Nee,issue_no,VVD,"DEN HAAG De Tweede Kamer wil 1,5 miljoen euro extra uittrekken voor de bestrijding van antisemitisme .","Over het voorstel wordt pas in de nieuwe Tweede Kamer gestemd , maar aangezien de instemmende partijen de top drie in de peilingen vormen , lijkt het extra geld er in 2024 te komen ."
"VVD , Kamerlid Pieter Omtzigt ( partijleider van NSC)en GroenLinks-PvdA hebben zich achter dit voorstel van D66-Kamerlid Alexander Hammelburg geschaard .",succes en falen,Nee,issue_no,VVD,"DEN HAAG De Tweede Kamer wil 1,5 miljoen euro extra uittrekken voor de bestrijding van antisemitisme .","Over het voorstel wordt pas in de nieuwe Tweede Kamer gestemd , maar aangezien de instemmende partijen de top drie in de peilingen vormen , lijkt het extra geld er in 2024 te komen ."
Hoogleraar Peter Boelhouwer toont zich somber in een essay over de woningcrisis dat hij schreef in opdracht van Pieter Omtzigt .,issue position,Nee,issue_no,NSC,De EU stelde echter eerder dat hier sprake was van ’verstoring’ van de markt .,Wooncrisis
Hoogleraar Peter Boelhouwer toont zich somber in een essay over de woningcrisis dat hij schreef in opdracht van Pieter Omtzigt .,conflict,Nee,issue_no,NSC,De EU stelde echter eerder dat hier sprake was van ’verstoring’ van de markt .,Wooncrisis
Hoogleraar Peter Boelhouwer toont zich somber in een essay over de woningcrisis dat hij schreef in opdracht van Pieter Omtzigt .,succes en falen,Nee,issue_no,NSC,De EU stelde echter eerder dat hier sprake was van ’verstoring’ van de markt .,Wooncrisis
"In het artikel ' Volt mikt op jonge , pro-Europese kiezer , flink links van D66' op pagina 11 van de krant van 16 november staat een voorstel van Volt voor een basisinkomen ( onder meer 3300 euro per huishouden ) .",issue position,Ja,issue_yes,Volt,,"Die bedragen zijn niet per maand , maar per jaar ."
"In het artikel ' Volt mikt op jonge , pro-Europese kiezer , flink links van D66' op pagina 11 van de krant van 16 november staat een voorstel van Volt voor een basisinkomen ( onder meer 3300 euro per huishouden ) .",conflict,Nee,issue_no,Volt,,"Die bedragen zijn niet per maand , maar per jaar ."
"In het artikel ' Volt mikt op jonge , pro-Europese kiezer , flink links van D66' op pagina 11 van de krant van 16 november staat een voorstel van Volt voor een basisinkomen ( onder meer 3300 euro per huishouden ) .",succes en falen,Nee,issue_no,Volt,,"Die bedragen zijn niet per maand , maar per jaar ."
De aankondigingen van de netbeheerders volgen op maatregelen die demissionair minister Jetten van Klimaat half oktober presenteerde om de overbelasting van het stroomnet op piekmomenten tegen te gaan .,issue position,Ja,issue_yes,Overig,De drie netbeheerders hebben woensdag de Nationale Uitvoeringsagenda uitgebracht waarin ze plannen maken over hoe ze het stroomnet versneld klaarmaken voor de toekomst .,"Liander is de netbeheerder in Noord-Holland , Flevoland , Gelderland , Friesland en een deel van Zuid-Holland ."
De aankondigingen van de netbeheerders volgen op maatregelen die demissionair minister Jetten van Klimaat half oktober presenteerde om de overbelasting van het stroomnet op piekmomenten tegen te gaan .,conflict,Nee,issue_no,Overig,De drie netbeheerders hebben woensdag de Nationale Uitvoeringsagenda uitgebracht waarin ze plannen maken over hoe ze het stroomnet versneld klaarmaken voor de toekomst .,"Liander is de netbeheerder in Noord-Holland , Flevoland , Gelderland , Friesland en een deel van Zuid-Holland ."
De aankondigingen van de netbeheerders volgen op maatregelen die demissionair minister Jetten van Klimaat half oktober presenteerde om de overbelasting van het stroomnet op piekmomenten tegen te gaan .,succes en falen,Nee,issue_no,Overig,De drie netbeheerders hebben woensdag de Nationale Uitvoeringsagenda uitgebracht waarin ze plannen maken over hoe ze het stroomnet versneld klaarmaken voor de toekomst .,"Liander is de netbeheerder in Noord-Holland , Flevoland , Gelderland , Friesland en een deel van Zuid-Holland ."
De VVD beweert haar recept ook te hebben verbeterd .,issue position,Nee,issue_no,VVD,dure kwaliteitsproducten waren vervangen door laagwaardiger en goedkoper spul .,"Keer op keer worden , tussen de kreten door dat de PvdA het land kapotmaakt en dat de middenklasse er bij haar het best aan toe is , dezelfde mantra's herhaald : geen waterige compromissen meer en niet terug- maar vooruitkijken ."
De VVD beweert haar recept ook te hebben verbeterd .,conflict,Nee,issue_no,VVD,dure kwaliteitsproducten waren vervangen door laagwaardiger en goedkoper spul .,"Keer op keer worden , tussen de kreten door dat de PvdA het land kapotmaakt en dat de middenklasse er bij haar het best aan toe is , dezelfde mantra's herhaald : geen waterige compromissen meer en niet terug- maar vooruitkijken ."
De VVD beweert haar recept ook te hebben verbeterd .,succes en falen,Nee,issue_no,VVD,dure kwaliteitsproducten waren vervangen door laagwaardiger en goedkoper spul .,"Keer op keer worden , tussen de kreten door dat de PvdA het land kapotmaakt en dat de middenklasse er bij haar het best aan toe is , dezelfde mantra's herhaald : geen waterige compromissen meer en niet terug- maar vooruitkijken ."
CDA :,issue position,Nee,issue_no,CDA,,„ Dat is gewoon zonde.”
CDA :,conflict,Nee,issue_no,CDA,,„ Dat is gewoon zonde.”
CDA :,succes en falen,Nee,issue_no,CDA,,„ Dat is gewoon zonde.”
Verkiezingsblog NSC en VVD volgens Peilingwijzer nog grootste partijen,issue position,Nee,issue_no,NSC,,
Verkiezingsblog NSC en VVD volgens Peilingwijzer nog grootste partijen,conflict,Nee,issue_no,NSC,,
Verkiezingsblog NSC en VVD volgens Peilingwijzer nog grootste partijen,succes en falen,Ja,issue_yes,NSC,,
"De VVD wil dat alle tweejarigen met een taalachterstand verplicht voorschoolse educatie volgen , schrijft ze in haar verkiezingsprogramma .",issue position,Ja,issue_yes,VVD,1 . Wie doen welk voorstel ?,De partij combineert dit met een algemene verlaging van de leerplicht naar het vierde levensjaar .
"De VVD wil dat alle tweejarigen met een taalachterstand verplicht voorschoolse educatie volgen , schrijft ze in haar verkiezingsprogramma .",conflict,Nee,issue_no,VVD,1 . Wie doen welk voorstel ?,De partij combineert dit met een algemene verlaging van de leerplicht naar het vierde levensjaar .
"De VVD wil dat alle tweejarigen met een taalachterstand verplicht voorschoolse educatie volgen , schrijft ze in haar verkiezingsprogramma .",succes en falen,Nee,issue_no,VVD,1 . Wie doen welk voorstel ?,De partij combineert dit met een algemene verlaging van de leerplicht naar het vierde levensjaar .
GroenLinks-PvdA-lijsttrekker Frans Timmermans zocht toenadering tot de concurrenten op rechts en in het midden .,issue position,Nee,issue_no,GL/PvdA,Hij verbaast zich over het schrikbeeld in sommige kringen dat links weer een premier zou kunnen gaan leveren .,"Een grote ondernemer heeft al een miljoen euro ingezameld , naar eigen zeggen om te voorkomen dat Timmermans op die plek kan belanden ."
GroenLinks-PvdA-lijsttrekker Frans Timmermans zocht toenadering tot de concurrenten op rechts en in het midden .,conflict,Ja,issue_yes,GL/PvdA,Hij verbaast zich over het schrikbeeld in sommige kringen dat links weer een premier zou kunnen gaan leveren .,"Een grote ondernemer heeft al een miljoen euro ingezameld , naar eigen zeggen om te voorkomen dat Timmermans op die plek kan belanden ."
GroenLinks-PvdA-lijsttrekker Frans Timmermans zocht toenadering tot de concurrenten op rechts en in het midden .,succes en falen,Nee,issue_no,GL/PvdA,Hij verbaast zich over het schrikbeeld in sommige kringen dat links weer een premier zou kunnen gaan leveren .,"Een grote ondernemer heeft al een miljoen euro ingezameld , naar eigen zeggen om te voorkomen dat Timmermans op die plek kan belanden ."
", De BBB voert campagne in diverse talen , dialecten en sociolecten , las ik , zoals onder meer Fries , Papiaments , Nedersaksisch .",issue position,Nee,issue_no,BBB,,Of is het dat niet ?
", De BBB voert campagne in diverse talen , dialecten en sociolecten , las ik , zoals onder meer Fries , Papiaments , Nedersaksisch .",conflict,Nee,issue_no,BBB,,Of is het dat niet ?
", De BBB voert campagne in diverse talen , dialecten en sociolecten , las ik , zoals onder meer Fries , Papiaments , Nedersaksisch .",succes en falen,Nee,issue_no,BBB,,Of is het dat niet ?
NSC-lijsttrekker Pieter Omtzigt heeft nog altijd de voorkeur voor een minderheidskabinet .,issue position,Ja,issue_yes,NSC,,"Maar mocht er na de verkiezingen toch worden gesproken over een meerderheidskabinet , dan loopt hij daar niet voor weg ."
NSC-lijsttrekker Pieter Omtzigt heeft nog altijd de voorkeur voor een minderheidskabinet .,conflict,Nee,issue_no,NSC,,"Maar mocht er na de verkiezingen toch worden gesproken over een meerderheidskabinet , dan loopt hij daar niet voor weg ."
NSC-lijsttrekker Pieter Omtzigt heeft nog altijd de voorkeur voor een minderheidskabinet .,succes en falen,Nee,issue_no,NSC,,"Maar mocht er na de verkiezingen toch worden gesproken over een meerderheidskabinet , dan loopt hij daar niet voor weg ."
"Onder druk van de Kamer trekt demissionair minister Franc Weerwind ( Rechtsbescherming , D66 ) eenmalig 26 miljoen euro extra uit voor gesubsidieerde rechtsbijstand , iets minder dan waar de Kamer om had gevraagd .",issue position,Ja,issue_yes,Overig,Kort,"Net voor het verkiezingsreces nam de Kamer een motie aan van D66 , CDA , SP , GL-PvdA , PvdD en CU waarin werd gevraagd om een ' noodinvestering ' in de sociale advocatuur vroeg ."
"Onder druk van de Kamer trekt demissionair minister Franc Weerwind ( Rechtsbescherming , D66 ) eenmalig 26 miljoen euro extra uit voor gesubsidieerde rechtsbijstand , iets minder dan waar de Kamer om had gevraagd .",conflict,Nee,issue_no,Overig,Kort,"Net voor het verkiezingsreces nam de Kamer een motie aan van D66 , CDA , SP , GL-PvdA , PvdD en CU waarin werd gevraagd om een ' noodinvestering ' in de sociale advocatuur vroeg ."
"Onder druk van de Kamer trekt demissionair minister Franc Weerwind ( Rechtsbescherming , D66 ) eenmalig 26 miljoen euro extra uit voor gesubsidieerde rechtsbijstand , iets minder dan waar de Kamer om had gevraagd .",succes en falen,Nee,issue_no,Overig,Kort,"Net voor het verkiezingsreces nam de Kamer een motie aan van D66 , CDA , SP , GL-PvdA , PvdD en CU waarin werd gevraagd om een ' noodinvestering ' in de sociale advocatuur vroeg ."
"De overheid moet de markt op afstand houden bij de zorg voor kinderen , stellen Henri Bontenbal en Hilbert Bredemeijer .",issue position,Ja,issue_yes,CDA,Neem de jeugdzorg .,We zien dagelijks wat doorgeslagen marktwerking doet in deze deels gesubsidieerde sector .
"De overheid moet de markt op afstand houden bij de zorg voor kinderen , stellen Henri Bontenbal en Hilbert Bredemeijer .",conflict,Nee,issue_no,CDA,Neem de jeugdzorg .,We zien dagelijks wat doorgeslagen marktwerking doet in deze deels gesubsidieerde sector .
"De overheid moet de markt op afstand houden bij de zorg voor kinderen , stellen Henri Bontenbal en Hilbert Bredemeijer .",succes en falen,Nee,issue_no,CDA,Neem de jeugdzorg .,We zien dagelijks wat doorgeslagen marktwerking doet in deze deels gesubsidieerde sector .
"CDA-leider Henri Bontenbal rent deze dagen van tv-studio naar debatpodium , zegt overal ja op .",issue position,Nee,issue_no,CDA,,"Ik kan ook niet in veertien weken het hele CDA weer op de plek krijgen waar het ooit stond . """
"CDA-leider Henri Bontenbal rent deze dagen van tv-studio naar debatpodium , zegt overal ja op .",conflict,Nee,issue_no,CDA,,"Ik kan ook niet in veertien weken het hele CDA weer op de plek krijgen waar het ooit stond . """
"CDA-leider Henri Bontenbal rent deze dagen van tv-studio naar debatpodium , zegt overal ja op .",succes en falen,Ja,issue_yes,CDA,,"Ik kan ook niet in veertien weken het hele CDA weer op de plek krijgen waar het ooit stond . """
"„ De band tussen mens en dier wordt vaak onderschat” , zegt Sabrina van de Peppel van de PvdD .",issue position,Ja,issue_yes,PvdD,"ROTTERDAM Rotterdam opent komende zomer een daklozenopvang waar mensen die huis en haard verloren , kunnen slapen met hun kat of hond .",De partij maakte zich hard voor de opvang voor Rotterdammers die na tegenslag in hun leven op straat staan en een dier als onmisbare vriend hebben .
"„ De band tussen mens en dier wordt vaak onderschat” , zegt Sabrina van de Peppel van de PvdD .",conflict,Nee,issue_no,PvdD,"ROTTERDAM Rotterdam opent komende zomer een daklozenopvang waar mensen die huis en haard verloren , kunnen slapen met hun kat of hond .",De partij maakte zich hard voor de opvang voor Rotterdammers die na tegenslag in hun leven op straat staan en een dier als onmisbare vriend hebben .
"„ De band tussen mens en dier wordt vaak onderschat” , zegt Sabrina van de Peppel van de PvdD .",succes en falen,Nee,issue_no,PvdD,"ROTTERDAM Rotterdam opent komende zomer een daklozenopvang waar mensen die huis en haard verloren , kunnen slapen met hun kat of hond .",De partij maakte zich hard voor de opvang voor Rotterdammers die na tegenslag in hun leven op straat staan en een dier als onmisbare vriend hebben .
Ook terecht memoreert deze krant zijn Geert Wilders Werken :,issue position,Nee,issue_no,PVV,"Volkomen terecht heeft Jonas Staal de Prix de Rome gewonnen voor zijn diepgravende , geëngageerde performatieve kunst ( Kunst , 1/11 ) .","bloemen , kaarsjes en portretten van de politicus bij bomen langs de weg , alsof Wilders daar herdacht werd ."
Ook terecht memoreert deze krant zijn Geert Wilders Werken :,conflict,Nee,issue_no,PVV,"Volkomen terecht heeft Jonas Staal de Prix de Rome gewonnen voor zijn diepgravende , geëngageerde performatieve kunst ( Kunst , 1/11 ) .","bloemen , kaarsjes en portretten van de politicus bij bomen langs de weg , alsof Wilders daar herdacht werd ."
Ook terecht memoreert deze krant zijn Geert Wilders Werken :,succes en falen,Nee,issue_no,PVV,"Volkomen terecht heeft Jonas Staal de Prix de Rome gewonnen voor zijn diepgravende , geëngageerde performatieve kunst ( Kunst , 1/11 ) .","bloemen , kaarsjes en portretten van de politicus bij bomen langs de weg , alsof Wilders daar herdacht werd ."
Verkiezingsblog Klaver daagt Omtzigt uit :,issue position,Nee,issue_no,NSC,,' Kom uit je oppositiemodus '
Verkiezingsblog Klaver daagt Omtzigt uit :,conflict,Nee,issue_no,NSC,,' Kom uit je oppositiemodus '
Verkiezingsblog Klaver daagt Omtzigt uit :,succes en falen,Nee,issue_no,NSC,,' Kom uit je oppositiemodus '
"' Verder bouwen aan een politie die veiligheid vergroot , vertrouwen wekt en verbinding maakt . ' https://t.co/xgHidwKedY pic.twitter.com/1hCaLAPSpB "" Met Janny Knol krijgen we een korpschef die de werkvloer van de politie goed kent en daarnaast veel ervaring heeft "" , zegt demissionair minister Dilan Yesilgöz ( Justitie en Veiligheid ) .",issue position,Nee,issue_no,Overig,Janny Knol wordt per 1 maart 2024 onze nieuwe korpschef .,""" Ik heb er alle vertrouwen in dat zij sturing kan geven aan de grote opgaven van de komende jaren en de ingezette strategie van de politie kan realiseren "" , voegt Yesilgöz eraan toe ."
"' Verder bouwen aan een politie die veiligheid vergroot , vertrouwen wekt en verbinding maakt . ' https://t.co/xgHidwKedY pic.twitter.com/1hCaLAPSpB "" Met Janny Knol krijgen we een korpschef die de werkvloer van de politie goed kent en daarnaast veel ervaring heeft "" , zegt demissionair minister Dilan Yesilgöz ( Justitie en Veiligheid ) .",conflict,Nee,issue_no,Overig,Janny Knol wordt per 1 maart 2024 onze nieuwe korpschef .,""" Ik heb er alle vertrouwen in dat zij sturing kan geven aan de grote opgaven van de komende jaren en de ingezette strategie van de politie kan realiseren "" , voegt Yesilgöz eraan toe ."
"' Verder bouwen aan een politie die veiligheid vergroot , vertrouwen wekt en verbinding maakt . ' https://t.co/xgHidwKedY pic.twitter.com/1hCaLAPSpB "" Met Janny Knol krijgen we een korpschef die de werkvloer van de politie goed kent en daarnaast veel ervaring heeft "" , zegt demissionair minister Dilan Yesilgöz ( Justitie en Veiligheid ) .",succes en falen,Nee,issue_no,Overig,Janny Knol wordt per 1 maart 2024 onze nieuwe korpschef .,""" Ik heb er alle vertrouwen in dat zij sturing kan geven aan de grote opgaven van de komende jaren en de ingezette strategie van de politie kan realiseren "" , voegt Yesilgöz eraan toe ."
"Na wekenlang vragen te hebben ontweken , heeft Pieter Omtzigt zijn kaarten op tafel gelegd :",issue position,Ja,issue_yes,NSC,,hij wil onder voorwaarden premier worden van een kabinet met ' vakministers ' die geselecteerd worden op hun expertise en niet op politieke kleur .
"Na wekenlang vragen te hebben ontweken , heeft Pieter Omtzigt zijn kaarten op tafel gelegd :",conflict,Nee,issue_no,NSC,,hij wil onder voorwaarden premier worden van een kabinet met ' vakministers ' die geselecteerd worden op hun expertise en niet op politieke kleur .
"Na wekenlang vragen te hebben ontweken , heeft Pieter Omtzigt zijn kaarten op tafel gelegd :",succes en falen,Nee,issue_no,NSC,,hij wil onder voorwaarden premier worden van een kabinet met ' vakministers ' die geselecteerd worden op hun expertise en niet op politieke kleur .
En weer later is Wilders gaan beweren dat het antisemitisme in Nederland geïmporteerd is door moslims .,issue position,Nee,issue_no,PVV,"Wagenaar : ' Rond de tweede intifada zijn mensen die zich als links identificeerden gaan zeggen : die hakenkruizen in die protestdemonstraties tegen Israël , dat zijn mensen die zich zorgen maken over de Palestijnen , maar het zijn geen antisemieten .",Israëls voormalige premier Shimon Peres zei in 2013 tijdens een bezoek aan Nederland over antisemitisme : ' Een antisemiet is iemand die meer hekel heeft aan Joden dan nodig is .'
En weer later is Wilders gaan beweren dat het antisemitisme in Nederland geïmporteerd is door moslims .,conflict,Nee,issue_no,PVV,"Wagenaar : ' Rond de tweede intifada zijn mensen die zich als links identificeerden gaan zeggen : die hakenkruizen in die protestdemonstraties tegen Israël , dat zijn mensen die zich zorgen maken over de Palestijnen , maar het zijn geen antisemieten .",Israëls voormalige premier Shimon Peres zei in 2013 tijdens een bezoek aan Nederland over antisemitisme : ' Een antisemiet is iemand die meer hekel heeft aan Joden dan nodig is .'
En weer later is Wilders gaan beweren dat het antisemitisme in Nederland geïmporteerd is door moslims .,succes en falen,Nee,issue_no,PVV,"Wagenaar : ' Rond de tweede intifada zijn mensen die zich als links identificeerden gaan zeggen : die hakenkruizen in die protestdemonstraties tegen Israël , dat zijn mensen die zich zorgen maken over de Palestijnen , maar het zijn geen antisemieten .",Israëls voormalige premier Shimon Peres zei in 2013 tijdens een bezoek aan Nederland over antisemitisme : ' Een antisemiet is iemand die meer hekel heeft aan Joden dan nodig is .'
Dat rekenen ze vooral de VVD aan .,issue position,Nee,issue_no,VVD,"Het huidige kabinet smeet met geld en die rekening komt bij de ondernemers te liggen , is de vrees .",De liberalen zijn van oudsher de favoriete partij van de ondernemers .
Dat rekenen ze vooral de VVD aan .,conflict,Ja,issue_yes,VVD,"Het huidige kabinet smeet met geld en die rekening komt bij de ondernemers te liggen , is de vrees .",De liberalen zijn van oudsher de favoriete partij van de ondernemers .
Dat rekenen ze vooral de VVD aan .,succes en falen,Nee,issue_no,VVD,"Het huidige kabinet smeet met geld en die rekening komt bij de ondernemers te liggen , is de vrees .",De liberalen zijn van oudsher de favoriete partij van de ondernemers .
Maakt Frans Timmermans meer kans premier te worden als hij zijn baard afscheert ?,issue position,Nee,issue_no,GL/PvdA,En het al dan niet dragen van een baard verandert ook niets aan iemands leeftijd .,"Als u geïnteresseerd bent in letterlijke verjonging van de politiek , dan zou u eens kunnen kijken naar de nieuwe partij LEF ."
Maakt Frans Timmermans meer kans premier te worden als hij zijn baard afscheert ?,conflict,Nee,issue_no,GL/PvdA,En het al dan niet dragen van een baard verandert ook niets aan iemands leeftijd .,"Als u geïnteresseerd bent in letterlijke verjonging van de politiek , dan zou u eens kunnen kijken naar de nieuwe partij LEF ."
Maakt Frans Timmermans meer kans premier te worden als hij zijn baard afscheert ?,succes en falen,Nee,issue_no,GL/PvdA,En het al dan niet dragen van een baard verandert ook niets aan iemands leeftijd .,"Als u geïnteresseerd bent in letterlijke verjonging van de politiek , dan zou u eens kunnen kijken naar de nieuwe partij LEF ."
Verkiezingen • De partij van Pieter Omtzigt kan tijdens de formatie een cruciale rol spelen .,issue position,Nee,issue_no,NSC,,Voorlopig lijken kiezers genoegen te nemen met Omtzigts onduidelijkheid .
Verkiezingen • De partij van Pieter Omtzigt kan tijdens de formatie een cruciale rol spelen .,conflict,Nee,issue_no,NSC,,Voorlopig lijken kiezers genoegen te nemen met Omtzigts onduidelijkheid .
Verkiezingen • De partij van Pieter Omtzigt kan tijdens de formatie een cruciale rol spelen .,succes en falen,Nee,issue_no,NSC,,Voorlopig lijken kiezers genoegen te nemen met Omtzigts onduidelijkheid .
"In weinig mogelijke regeringscoalities voor na de verkiezingen speelt het CDA momenteel een doorslaggevende rol , maar dat komt goed uit :",issue position,Nee,issue_no,CDA,,"Vooral de laatste , die er met veel voormalige CDA-stemmers vandoor lijkt te gaan , heeft ' een heel smal ' verhaal , vindt Bontenbal :"
"In weinig mogelijke regeringscoalities voor na de verkiezingen speelt het CDA momenteel een doorslaggevende rol , maar dat komt goed uit :",conflict,Nee,issue_no,CDA,,"Vooral de laatste , die er met veel voormalige CDA-stemmers vandoor lijkt te gaan , heeft ' een heel smal ' verhaal , vindt Bontenbal :"
"In weinig mogelijke regeringscoalities voor na de verkiezingen speelt het CDA momenteel een doorslaggevende rol , maar dat komt goed uit :",succes en falen,Ja,issue_yes,CDA,,"Vooral de laatste , die er met veel voormalige CDA-stemmers vandoor lijkt te gaan , heeft ' een heel smal ' verhaal , vindt Bontenbal :"
Demissionair minister Dilan Yesilgöz ( Justitie en Veiligheid ) wil dat er een onafhankelijk onderzoek naar de medewerkers van de NCTV en de politie komt .,issue position,Ja,issue_yes,Overig,In het belang van het onderzoek kan op dit moment geen aanvullende informatie worden gegeven .,"Dat mag het strafrechtelijk onderzoek van de Rijksrecherche , dat hier los van staat , niet in de weg zitten ."
Demissionair minister Dilan Yesilgöz ( Justitie en Veiligheid ) wil dat er een onafhankelijk onderzoek naar de medewerkers van de NCTV en de politie komt .,conflict,Nee,issue_no,Overig,In het belang van het onderzoek kan op dit moment geen aanvullende informatie worden gegeven .,"Dat mag het strafrechtelijk onderzoek van de Rijksrecherche , dat hier los van staat , niet in de weg zitten ."
Demissionair minister Dilan Yesilgöz ( Justitie en Veiligheid ) wil dat er een onafhankelijk onderzoek naar de medewerkers van de NCTV en de politie komt .,succes en falen,Ja,issue_yes,Overig,In het belang van het onderzoek kan op dit moment geen aanvullende informatie worden gegeven .,"Dat mag het strafrechtelijk onderzoek van de Rijksrecherche , dat hier los van staat , niet in de weg zitten ."
Niels was in Groningen op pad met Frans Timmermans .,issue position,Nee,issue_no,GL/PvdA,Eerst nog even over die werkbezoeken :,Timmermans vertelde me dat hij zich graag laat voeden door de gewone verhalen van mensen in het land .
Niels was in Groningen op pad met Frans Timmermans .,conflict,Nee,issue_no,GL/PvdA,Eerst nog even over die werkbezoeken :,Timmermans vertelde me dat hij zich graag laat voeden door de gewone verhalen van mensen in het land .
Niels was in Groningen op pad met Frans Timmermans .,succes en falen,Nee,issue_no,GL/PvdA,Eerst nog even over die werkbezoeken :,Timmermans vertelde me dat hij zich graag laat voeden door de gewone verhalen van mensen in het land .
"Dit is hoe ChristenUnie , Volt , JA21 en SGP hun plannen willen betalen",issue position,Ja,issue_yes,Volt,De lasten gaan met bijna 10 miljard omhoog .,Dat gaat vooral ten koste van bedrijven .
"Dit is hoe ChristenUnie , Volt , JA21 en SGP hun plannen willen betalen",conflict,Nee,issue_no,Volt,De lasten gaan met bijna 10 miljard omhoog .,Dat gaat vooral ten koste van bedrijven .
"Dit is hoe ChristenUnie , Volt , JA21 en SGP hun plannen willen betalen",succes en falen,Nee,issue_no,Volt,De lasten gaan met bijna 10 miljard omhoog .,Dat gaat vooral ten koste van bedrijven .
